Wavelength (nm)	Abs. Coeff.
3335	0.146483829
3340	1.232120616
3345	0.961652572
3350	0.454336645
3355	0.704107464
3360	0.780729129
3365	0.56
3370	0.537
3375	0.327770305
3380	0.22271658
3385	0.388849507
3390	0.040470756
3395	0.128431289
3400	0.052331375
3405	0.38662913
3410	0.459444116
3415	0.085781597
3420	0.029297222
3425	0.035974464
3430	0.018275381
3435	0.092850613
3440	0.054635424
3445	0.085676129
3450	0.016868081
3455	0.12552748
3460	0.052579269
3465	0.019115376
3470	0.042523147
3475	0.048245698
3480	0.023276199
3485	0.036822964
3490	0.058726355
3495	0.026377538
3500	0.039716885
3505	0.03477917
3510	0.039754941
3515	0.07634276
3520	0.043195833
3525	0.068062318
3530	0.062078717
3535	0.090698923
3540	0.101455894
3545	0.083311209
3550	0.083311209
3555	0.153223771
3560	0.066875841
3565	0.035997178
3570	0.187809816
3575	0.120478074
3580	0.059625575
3585	0.106723976
3590	0.116301341
3595	0.120273768
3600	0.089344123
3605	0.038940994
3610	0.104455559
3615	0.132177097
3620	0.019837271
3625	0.055513988
3630	0.08845591
3635	0.076310729
3640	0.019079981
3645	0.019449046
3650	0.057640969
3655	0.038393809
3660	0.040729844
3665	0.038188722
3670	0.192819164
3675	0.494214303
3680	0.165254133
3685	0.084128334
3690	0.059469108
3695	0.058491961
3700	0.017821973
3705	0.018542019
3710	0.070123521
3715	0.092408296
3720	0.038165938
3725	0.012412015
3730	0.079561111
3735	0.119559153
3740	0.09918745
3745	0.017152522
3750	0.0698219
3755	0.090062013
3760	0.092219984
3765	0.104672085
3770	0.074255723
3775	0.075206534
3780	0.040158451
3785	0.081228098
3790	0.142935311
3795	0.07238175
3800	0.007865996
3805	0.041942697
3810	0.097998133
3815	0.133667018
3820	0.01227522
3825	0.023134869
3830	0.017422041
3835	0.120716504
3840	0.030258063
3845	0.026878284
3850	0.020899607
3855	0.04028031
3860	0.046783891
3865	0.012201011
3870	0.018482689
3875	0.034167161
3880	0.024497248
3885	0.01057252
3890	0.016850211
3895	0.005274749
3900	0.034076537
3905	0.008193997
3910	0.005484232
3915	0.008020342
3920	0.010540725
3925	0.017061302
3930	0.006709532
3935	0.002779671
3940	0.004929972
3945	0.008497837
3950	0.008912914
3955	0.003345286
3960	0.00373262
3965	0.003827673
3970	0.006138469
3975	0.005605198
3980	0.003130095
3985	0.003301689
3990	0.003751009
3995	0.003974048
4000	0.003349307
