1.19500E+02	6.18500E-05
1.20500E+02	5.61400E-04
1.21500E+02	4.90100E-03
1.22500E+02	1.18400E-03
1.23500E+02	4.77000E-05
1.24500E+02	3.43300E-05
1.25500E+02	2.88200E-05
1.26500E+02	3.52300E-05
1.27500E+02	2.12700E-05
1.28500E+02	1.72700E-05
1.29500E+02	3.99400E-05
1.30500E+02	1.20600E-04
1.31500E+02	3.98300E-05
1.32500E+02	4.12600E-05
1.33500E+02	1.68000E-04
1.34500E+02	4.57200E-05
1.35500E+02	3.80200E-05
1.36500E+02	3.09400E-05
1.37500E+02	2.92000E-05
1.38500E+02	3.96800E-05
1.39500E+02	7.56200E-05
1.40500E+02	6.07500E-05
1.41500E+02	4.20700E-05
1.42500E+02	4.68300E-05
1.43500E+02	5.11000E-05
1.44500E+02	5.09300E-05
1.45500E+02	5.53500E-05
1.46500E+02	7.08700E-05
1.47500E+02	8.48500E-05
1.48500E+02	8.19900E-05
1.49500E+02	7.95600E-05
1.50500E+02	8.69700E-05
1.51500E+02	9.26600E-05
1.52500E+02	1.16300E-04
1.53500E+02	1.29900E-04
1.54500E+02	2.05900E-04
1.55500E+02	2.14400E-04
1.56500E+02	1.84700E-04
1.57500E+02	1.71700E-04
1.58500E+02	1.67500E-04
1.59500E+02	1.75400E-04
1.60500E+02	1.93400E-04
1.61500E+02	2.22800E-04
1.62500E+02	2.51900E-04
1.63500E+02	2.84100E-04
1.64500E+02	2.97300E-04
1.65500E+02	4.30200E-04
1.66500E+02	3.98900E-04
1.67500E+02	3.87500E-04
1.68500E+02	4.55600E-04
1.69500E+02	5.87700E-04
1.70500E+02	6.61600E-04
1.71500E+02	6.88000E-04
1.72500E+02	7.25200E-04
1.73500E+02	7.64500E-04
1.74500E+02	9.06700E-04
1.75500E+02	1.07900E-03
1.76500E+02	1.22000E-03
1.77500E+02	1.40300E-03
1.78500E+02	1.53800E-03
1.79500E+02	1.57600E-03
1.80500E+02	1.83100E-03
1.81500E+02	2.23300E-03
1.82500E+02	2.24300E-03
1.83500E+02	2.24400E-03
1.84500E+02	2.06600E-03
1.85500E+02	2.31100E-03
1.86500E+02	2.70000E-03
1.87500E+02	3.00900E-03
1.88500E+02	3.29100E-03
1.89500E+02	3.56900E-03
1.90500E+02	3.76400E-03
1.91500E+02	4.16500E-03
1.92500E+02	4.11300E-03
